"customer_id","orders","revenue","avg_order_value"
"13769","10","6129.7700","23.5760384615384615"
"13771","4","4076.2900","23.4269540229885057"
"13772","3","1691.6200","6.6599212598425197"
"13774","1","497.8500","16.0596774193548387"
"13777","33","46478.3600","144.7923987538940810"
"13778","1","298.0500","19.8700000000000000"
"13780","2","467.5600","5.8445000000000000"
"13781","1","270.6100","6.7652500000000000"
"13782","6","1603.3800","8.3946596858638743"
"13784","11","3498.3900","83.2950000000000000"
"13786","1","636.6000","39.7875000000000000"
"13787","2","470.8500","9.2323529411764706"
"13790","1","366.2000","7.9608695652173913"
"13791","2","1874.0000","144.1538461538461538"
"13792","2","321.9000","14.6318181818181818"
"13798","57","71044.0100","112.2338230647709321"
"13799","2","923.7600","16.4957142857142857"
"13800","1","740.1000","16.4466666666666667"
"13801","1","398.0000","14.2142857142857143"
"13802","3","7862.8000","83.6468085106382979"
"13803","1","370.0900","16.0908695652173913"
"13804","7","3896.3800","19.3849751243781095"
"13805","2","1389.2400","69.4620000000000000"
"13806","1","417.6200","24.5658823529411765"
"13807","1","176.8000","16.0727272727272727"
"13808","5","3020.2200","23.4125581395348837"
"13809","1","338.0500","13.0019230769230769"
"13810","3","1879.2000","40.8521739130434783"
"13811","3","886.5000","59.1000000000000000"
"13812","3","737.3600","14.7472000000000000"
"13813","4","1901.0400","20.4412903225806452"
"13814","2","2309.3800","26.8532558139534884"
"13815","4","5952.3100","23.9048594377510040"
"13816","2","775.2900","20.9537837837837838"
"13817","2","485.5800","16.1860000000000000"
"13819","3","1360.1500","31.6313953488372093"
"13821","2","505.1900","6.1608536585365854"
"13822","2","1161.3800","8.1215384615384615"
"13823","2","1775.5600","26.1111764705882353"
"13824","5","2343.4700","37.7979032258064516"
"13826","1","281.8000","18.7866666666666667"
"13827","3","592.0700","4.1695070422535211"
"13828","1","290.0900","14.5045000000000000"
"13831","6","5964.2400","46.2344186046511628"
"13832","1","52.2000","17.4000000000000000"
"13833","1","641.8500","13.9532608695652174"
"13835","4","1259.2700","15.7408750000000000"
"13837","2","370.6900","13.2389285714285714"
"13838","4","963.1300","4.0467647058823529"
"13841","1","85.0000","85.0000000000000000"
"13842","9","5310.8100","16.5445794392523364"
"13844","1","540.7200","18.0240000000000000"
"13845","1","521.9400","40.1492307692307692"
"13846","3","1184.8300","15.5898684210526316"
"13848","3","1305.0000","217.5000000000000000"
"13849","2","2247.8300","15.2913605442176871"
"13850","1","2276.0000","17.6434108527131783"
"13851","3","4393.4800","36.3097520661157025"
"13853","1","1729.1400","55.7787096774193548"
"13854","25","14133.3400","73.2297409326424870"
"13856","3","512.7000","32.0437500000000000"
"13858","1","246.6200","18.9707692307692308"
"13859","1","428.8800","7.6585714285714286"
"13860","5","1682.7000","16.4970588235294118"
"13862","8","3205.8900","16.6108290155440415"
"13863","1","356.5000","14.8541666666666667"
"13865","4","798.6200","17.3613043478260870"
"13866","1","287.0400","22.0800000000000000"
"13867","3","1698.3400","16.6503921568627451"
"13868","2","3468.3800","66.6996153846153846"
"13869","4","4625.4400","10.5363097949886105"
"13870","8","3518.8100","22.5564743589743590"
"13871","13","10343.8600","18.9795596330275229"
"13873","3","820.0200","16.4004000000000000"
"13874","1","999.3000","32.2354838709677419"
"13875","5","2763.2800","17.4891139240506329"
"13876","1","216.1000","18.0083333333333333"
"13877","1","117.2400","39.0800000000000000"
"13878","1","1924.5800","34.9923636363636364"
"13880","13","4723.2100","19.5983817427385892"
"13881","20","27292.9900","94.7673263888888889"
"13882","5","1881.7100","18.6307920792079208"
"13883","5","4003.9400","20.2219191919191919"
"13884","5","1615.1000","14.5504504504504505"
"13885","2","795.1500","18.0715909090909091"
"13886","1","412.8600","15.2911111111111111"
"13887","1","444.6200","18.5258333333333333"
"13888","2","924.3000","14.2200000000000000"
"13889","1","703.5000","28.1400000000000000"
"13890","10","3341.1900","17.4931413612565445"
"13892","4","847.8500","24.2242857142857143"
"13893","1","2312.6000","66.0742857142857143"
"13894","3","767.5200","19.1880000000000000"
"13895","4","4742.9800","23.8340703517587940"
"13897","1","443.1000","17.7240000000000000"
"13898","1","217.9300","13.6206250000000000"
"13899","2","624.0400","21.5186206896551724"
"13900","3","1214.8400","18.1319402985074627"
"13901","5","4429.1300","19.9510360360360360"
"13904","2","440.3400","12.5811428571428571"
"13908","4","3240.3300","19.4031736526946108"
"13911","9","3739.5500","17.5565727699530516"
"13914","2","1011.8700","18.7383333333333333"
"13917","2","376.0400","14.4630769230769231"
"13918","2","1596.8400","43.1578378378378378"
"13919","2","500.0100","14.7061764705882353"
"13922","1","255.3500","23.2136363636363636"
"13923","1","474.7500","17.5833333333333333"
"13924","6","2643.4200","16.1184146341463415"
"13925","4","901.2000","16.6888888888888889"
"13926","1","280.0500","20.0035714285714286"
"13927","1","511.7900","16.5093548387096774"
"13928","4","923.5800","17.4260377358490566"
"13929","2","1169.2000","64.9555555555555556"
"13930","2","360.3400","20.0188888888888889"
"13931","2","2765.7700","31.4292045454545455"
"13932","1","422.4000","18.3652173913043478"
"13933","2","939.8100","24.7318421052631579"
"13934","1","1150.1500","27.3845238095238095"
"13936","1","548.8200","14.8329729729729730"
"13937","1","219.1500","18.2625000000000000"
"13938","1","71.6600","10.2371428571428571"
"13939","3","833.4100","12.8216923076923077"
"13940","4","1154.6100","16.7334782608695652"
"13941","5","9056.6600","111.8106172839506173"
"13946","3","1163.4300","58.1715000000000000"
"13947","1","141.6000","17.7000000000000000"
"13948","1","157.2000","31.4400000000000000"
"13949","6","3567.2700","15.9253125000000000"
"13950","4","1731.7400","24.0519444444444444"
"13951","3","1034.6500","17.5364406779661017"
"13952","2","4558.1710","24.7726684782608696"
"13953","7","3650.5600","140.4061538461538462"
"13954","2","701.6200","18.9627027027027027"
"13955","2","570.5400","11.1870588235294118"
"13956","5","1699.9700","7.3911739130434783"
"13959","3","794.6400","6.6776470588235294"
"13960","2","415.2000","18.8727272727272727"
"13962","2","215.9700","15.4264285714285714"
"13963","4","925.4900","19.6912765957446809"
"13967","1","125.7000","41.9000000000000000"
"13969","18","14358.9100","15.2268398727465536"
"13971","8","4397.6900","19.5452888888888889"
"13972","2","348.6800","12.0234482758620690"
"13973","1","299.5000","23.0384615384615385"
"13974","1","526.3900","14.6219444444444444"
"13975","6","3964.3300","8.4168365180467091"
"13976","1","525.5800","30.9164705882352941"
"13978","2","405.2400","14.4728571428571429"
"13979","1","1419.1500","17.0981927710843373"
"13980","1","349.1800","19.3988888888888889"
"13982","4","3543.7900","21.4775151515151515"
"13983","12","5215.9200","33.4353846153846154"
"13984","5","1127.8700","41.7729629629629630"
"13985","15","11033.6500","21.5080896686159844"
"13986","1","911.8200","33.7711111111111111"
"13988","6","6547.4600","17.4598933333333333"
"13989","2","1529.9000","27.8163636363636364"
"13990","1","489.6700","18.8334615384615385"
"13991","6","1259.0000","10.2357723577235772"
"13992","1","76.8000","15.3600000000000000"
"13993","9","5863.5900","33.1276271186440678"
"13994","6","3849.2000","15.5838056680161943"
"13995","5","2130.1700","16.2608396946564885"
"13999","12","6993.1800","19.8669886363636364"
"14000","1","814.4600","45.2477777777777778"
"14001","3","2889.5000","48.9745762711864407"
"14002","2","756.3100","11.1222058823529412"
"14004","7","6770.8000","27.3016129032258065"
"14005","5","4505.4000","36.3338709677419355"
"14006","3","1706.3100","37.9180000000000000"
"14009","2","1016.1600","16.6583606557377049"
"14012","1","361.5000","30.1250000000000000"
"14013","3","739.6000","14.7920000000000000"
"14014","1","1032.2000","13.9486486486486486"
"14015","1","1399.3800","46.6460000000000000"
"14016","4","6283.1300","27.8014601769911504"
"14019","3","1913.2500","21.2583333333333333"
"14020","2","1008.1700","16.8028333333333333"
"14021","3","1114.4500","30.1202702702702703"
"14022","1","804.8600","18.2922727272727273"
"14023","2","762.5700","19.5530769230769231"
"14024","2","488.7500","19.5500000000000000"
"14027","1","122.2200","17.4600000000000000"
"14029","2","569.6600","33.5094117647058824"
"14030","8","3536.4300","10.1330372492836676"
"14031","19","33292.5300","86.4741038961038961"
"14032","11","6828.7500","30.4854910714285714"
"14034","3","1055.9500","7.8802238805970149"
"14035","5","2912.8400","23.3027200000000000"
"14036","1","1127.9500","16.5875000000000000"
"14037","2","240.8500","4.9153061224489796"
"14038","3","2552.0800","17.8467132867132867"
"14039","1","218.3000","21.8300000000000000"
"14040","12","5988.8300","17.4601457725947522"
"14041","1","208.5600","6.9520000000000000"
"14044","4","1014.0600","3.3031270358306189"
"14045","4","2473.5000","274.8333333333333333"
"14046","1","221.7700","11.6721052631578947"
"14047","5","2162.2100","42.3962745098039216"
"14048","1","637.4400","4.7570149253731343"
"14049","4","8081.7200","11.6283741007194245"
"14050","2","883.9400","14.0307936507936508"
"14051","23","23629.5400","78.2435099337748344"
"14052","1","363.3200","4.5415000000000000"
"14053","2","289.5000","57.9000000000000000"
"14054","1","151.9200","15.1920000000000000"
"14055","1","778.9300","59.9176923076923077"
"14056","23","12030.0800","7.5188000000000000"
"14057","17","10630.7600","28.6543396226415094"
"14059","1","223.2000","22.3200000000000000"
"14060","19","10411.5800","35.0558249158249158"
"14062","12","21461.2100","93.7170742358078603"
"14064","5","1800.7500","17.6544117647058824"
"14066","1","170.2500","21.2812500000000000"
"14067","2","560.3500","7.0043750000000000"
"14068","1","464.5500","13.2728571428571429"
"14071","8","1880.8300","4.4359198113207547"
"14073","1","390.9600","12.2175000000000000"
"14075","3","2141.2400","28.5498666666666667"
"14076","1","158.3000","2.9314814814814815"
"14077","5","1442.8100","19.4974324324324324"
"14078","6","1277.4200","12.4021359223300971"
"14079","1","493.7000","25.9842105263157895"
"14080","1","45.6000","11.4000000000000000"
"14081","2","1466.4100","6.2136016949152542"
"14082","1","214.5000","5.5000000000000000"
"14083","9","1544.3700","5.9398846153846154"
"14085","18","7342.3900","10.3706073446327684"
"14087","1","207.2000","2.6909090909090909"
"14088","13","78303.2500","91.7974794841735053"
"14089","1","198.5000","11.0277777777777778"
"14090","1","152.6400","76.3200000000000000"
"14092","14","6169.1200","20.0296103896103896"
"14093","1","540.1000","4.2195312500000000"
"14096","17","106327.9600","15.6456680400235433"
"14098","1","147.3500","7.0166666666666667"
"14099","11","5343.1200","13.4249246231155779"
"14100","1","276.6500","6.9162500000000000"
"14101","6","8237.7900","179.0823913043478261"
"14102","5","1991.5300","17.7815178571428571"
"14104","2","287.3300","7.5613157894736842"
"14105","1","1730.0700","17.1294059405940594"
"14107","7","3510.9900","21.4084756097560976"
"14108","2","693.4200","16.9126829268292683"
"14109","1","346.4000","18.2315789473684211"
"14110","12","10545.6900","38.6289010989010989"
"14111","4","1276.0500","79.7531250000000000"
"14112","7","4596.1000","18.6076923076923077"
"14113","4","2493.0200","50.8779591836734694"
"14114","2","459.6100","24.1900000000000000"
"14116","5","2092.0600","18.6791071428571429"
"14117","1","150.0000","30.0000000000000000"
"14121","4","4050.8300","19.1982464454976303"
"14124","1","602.8400","75.3550000000000000"
"14125","3","4279.0500","16.5854651162790698"
"14126","3","844.3300","42.2165000000000000"
"14127","3","1028.4800","16.0700000000000000"
"14128","2","984.9200","14.2742028985507246"
"14129","5","1906.3600","21.9121839080459770"
"14130","1","776.7100","8.3517204301075269"
"14132","11","4406.6700","18.0601229508196721"
"14133","3","891.4400","22.2860000000000000"
"14135","15","6229.4100","36.0081502890173410"
"14138","2","1562.7600","20.8368000000000000"
"14139","1","487.2200","17.4007142857142857"
"14140","2","1152.9100","14.2334567901234568"
"14141","4","1934.0500","25.7873333333333333"
"14142","1","494.8100","14.9942424242424242"
"14143","1","179.8000","16.3454545454545455"
"14145","4","3742.2000","340.2000000000000000"
"14146","5","6231.5100","22.6600363636363636"
"14147","2","1925.0000","137.5000000000000000"
"14148","1","427.0500","71.1750000000000000"
"14149","1","582.4200","15.7410810810810811"
"14150","2","1133.8400","31.4955555555555556"
"14152","2","879.7500","12.9375000000000000"
"14154","2","1767.5400","25.2505714285714286"
"14155","1","118.7500","19.7916666666666667"
"14156","55","189327.1100","90.6739032567049808"
"14157","2","538.1500","8.6798387096774194"
"14158","1","634.6200","12.2042307692307692"
"14159","11","7020.9200","4.1816081000595593"
"14161","3","1914.9200","11.3308875739644970"
"14162","2","579.3100","14.4827500000000000"
"14163","4","2836.8500","42.9825757575757576"
"14164","2","4000.3700","95.2469047619047619"
"14165","1","202.2300","4.4940000000000000"
"14167","4","1822.4900","13.3028467153284672"
"14171","1","509.6600","6.2920987654320988"
"14173","4","684.0200","15.2004444444444444"
"14174","1","168.2700","4.9491176470588235"
"14175","3","5077.9600","22.0780869565217391"
"14176","4","1119.0000","19.9821428571428571"
"14177","4","1047.1400","15.6289552238805970"
"14178","7","2338.2600","5.2310067114093960"
"14179","2","1110.7200","4.6280000000000000"
"14180","25","7229.4200","19.8610439560439560"
"14184","1","649.2900","19.6754545454545455"
"14185","1","382.5500","76.5100000000000000"
"14188","6","3995.6600","33.2971666666666667"
"14189","15","6884.4700","18.6066756756756757"
"14191","13","6983.0700","18.2802879581151832"
"14193","2","1458.6600","22.4409230769230769"
"14194","21","18849.0500","20.1594117647058824"
"14195","2","1596.6000","159.6600000000000000"
"14196","1","988.3200","89.8472727272727273"
"14198","4","1155.6500","18.0570312500000000"
"14199","1","535.8000","133.9500000000000000"
"14201","7","1223.1400","20.7311864406779661"
"14204","1","234.7800","3.6684375000000000"
"14205","2","696.9000","20.4970588235294118"
"14206","1","411.9400","15.2570370370370370"
"14208","1","229.6800","15.3120000000000000"
"14209","6","3975.2800","28.3948571428571429"
"14210","6","3444.0300","19.9076878612716763"
"14211","9","3783.2000","21.1351955307262570"
"14212","1","1308.0800","130.8080000000000000"
"14214","5","1388.2900","15.0901086956521739"
"14215","6","2628.2500","17.1781045751633987"
"14216","4","3270.6800","35.9415384615384615"
"14217","17","3138.3700","19.8631012658227848"
"14218","1","260.6800","14.4822222222222222"
"14219","1","115.1400","14.3925000000000000"
"14220","2","1392.2700","42.1900000000000000"
"14221","9","4841.8600","17.0488028169014085"
"14222","1","1069.0900","17.8181666666666667"
"14223","3","1402.8900","17.1084146341463415"
"14224","4","1474.0100","8.5698255813953488"
"14226","5","3170.1900","35.6201123595505618"
"14227","10","5662.8800","21.4503030303030303"
"14229","3","2197.9300","43.9586000000000000"
"14231","3","1380.8800","18.6605405405405405"
"14232","5","3338.7400","17.8542245989304813"
"14233","4","2203.1400","40.7988888888888889"
"14234","4","1146.1800","4.9833913043478261"
"14235","5","5403.4100","45.0284166666666667"
"14236","2","1031.8200","44.8617391304347826"
"14237","1","272.8000","18.1866666666666667"
"14238","1","189.3500","17.2136363636363636"
"14239","11","3561.1500","20.9479411764705882"
"14240","2","1280.0900","19.6936923076923077"
"14241","1","253.9000","21.1583333333333333"
"14242","2","491.9500","17.5696428571428571"
"14243","10","4273.4500","18.1848936170212766"
"14245","2","2325.5100","15.9281506849315068"
"14246","3","2002.0100","19.6275490196078431"
"14247","1","379.1600","8.4257777777777778"
"14248","1","332.5800","33.2580000000000000"
"14250","3","3043.8800","17.5946820809248555"
"14251","5","4258.9200","37.3589473684210526"
"14256","2","1279.0500","19.3795454545454545"
"14257","5","4147.9400","27.6529333333333333"
"14258","9","22603.9800","111.9008910891089109"
"14259","1","151.8000","21.6857142857142857"
"14261","2","1614.1000","22.4180555555555556"
"14262","8","4044.1900","20.8463402061855670"
"14264","2","429.0200","19.5009090909090909"
"14265","2","782.1100","17.3802222222222222"
"14267","3","2640.3400","31.4326190476190476"
"14270","1","822.8000","18.7000000000000000"
"14271","1","213.1600","12.5388235294117647"
"14272","2","621.0600","13.2140425531914894"
"14273","4","777.4700","19.4367500000000000"
"14276","3","1776.3100","18.6980000000000000"
"14277","3","6782.1600","18.6323076923076923"
"14280","1","156.9300","15.6930000000000000"
"14282","15","6232.3700","23.6972243346007605"
"14284","2","710.4500","18.6960526315789474"
"14285","4","3054.6300","80.3850000000000000"
"14286","3","6044.7300","16.6064010989010989"
"14287","3","193.9100","19.3910000000000000"
"14288","1","561.3000","28.0650000000000000"
"14289","6","1395.7800","16.6164285714285714"
"14290","5","3762.9000","22.3982142857142857"
"14291","11","5659.3700","16.5963929618768328"
"14292","9","7017.6400","48.0660273972602740"
"14293","4","1618.3600","18.6018390804597701"
"14295","1","292.2000","32.4666666666666667"
"14297","4","1789.5500","21.3041666666666667"
"14298","44","80220.0600","32.5172517227401702"
"14299","9","7161.9700","32.7030593607305936"
"14300","1","43.2000","14.4000000000000000"
"14301","1","716.4600","51.1757142857142857"
"14304","1","560.7000","21.5653846153846154"
"14305","3","2923.8900","18.3892452830188679"
"14306","2","3042.3800","63.3829166666666667"
"14307","6","4550.7700","17.1081578947368421"
"14309","9","4510.6000","23.9925531914893617"
"14311","1","480.5200","15.5006451612903226"
"14312","6","2492.0200","19.1693846153846154"
"14314","1","138.7200","13.8720000000000000"
"14315","6","3085.5300","24.1057031250000000"
"14317","1","695.6400","20.4600000000000000"
"14320","2","834.3700","17.0279591836734694"
"14321","5","2008.5400","11.6775581395348837"
"14323","2","817.1600","17.3863829787234043"
"14326","1","360.3000","21.1941176470588235"
"14327","1","698.6500","31.7568181818181818"
"14329","7","7287.9900","20.2444166666666667"
"14331","2","634.7100","15.8677500000000000"
"14332","3","1288.5000","33.0384615384615385"
"14333","1","747.6500","25.7810344827586207"
"14334","8","3468.3400","15.9098165137614679"
"14335","2","633.0700","7.7203658536585366"
"14336","4","2532.3500","18.3503623188405797"
"14338","2","937.4200","19.1310204081632653"
"14339","1","395.0800","21.9488888888888889"
"14340","1","235.5000","23.5500000000000000"
"14341","8","3096.0100","17.0110439560439560"
"14342","4","1226.7000","42.3000000000000000"
"14344","8","1712.3900","13.0716793893129771"
"14345","1","108.9800","18.1633333333333333"
"14346","2","1363.5100","16.0412941176470588"
"14348","1","688.6900","23.7479310344827586"
"14349","1","273.2300","4.6310169491525424"
"14350","1","488.9100","18.1077777777777778"
"14351","1","153.0000","51.0000000000000000"
"14352","4","1784.1500","22.5841772151898734"
"14353","1","149.1000","14.9100000000000000"
"14354","2","337.5000","18.7500000000000000"
"14355","1","189.4000","15.7833333333333333"
"14356","2","1047.0400","19.7554716981132075"
"14357","1","287.9900","5.9997916666666667"
"14359","3","1152.2200","16.4602857142857143"
"14360","4","3127.9300","18.7301197604790419"
"14362","1","230.6500","4.2712962962962963"
"14364","8","6774.2400","55.5265573770491803"
"14367","16","15224.5700","18.4540242424242424"
"14368","1","155.0000","19.3750000000000000"
"14371","1","100.5000","25.1250000000000000"
"14373","1","147.4000","18.4250000000000000"
"14375","1","418.3900","3.6381739130434783"
"14377","2","1100.0500","55.0025000000000000"
"14379","2","601.4900","7.5186250000000000"
"14381","1","281.2900","3.6531168831168831"
"14382","1","825.5700","5.0034545454545455"
"14383","3","2014.5000","21.4308510638297872"
"14385","3","257.2100","14.2894444444444444"
"14386","1","258.7000","19.9000000000000000"
"14387","3","3229.5900","13.8609012875536481"
"14388","8","5290.8600","17.4615841584158416"
"14389","2","1485.0600","22.8470769230769231"
"14390","9","6588.0000","15.6857142857142857"
"14393","1","122.6000","13.6222222222222222"
"14395","9","5970.6500","10.1888225255972696"
"14396","2","857.7100","7.4583478260869565"
"14397","19","3485.2800","28.1070967741935484"
"14400","1","809.5400","26.1141935483870968"
"14401","13","7328.7200","25.4469444444444444"
"14403","4","2070.6200","82.8248000000000000"
"14404","6","2404.8400","16.3594557823129252"
"14406","1","342.3500","20.1382352941176471"
"14407","6","4433.6500","34.3693798449612403"
"14408","7","6730.9800","32.6746601941747573"
"14409","6","2694.4500","38.4921428571428571"
"14410","9","2033.7500","6.6245928338762215"
"14411","1","1578.8000","75.1809523809523810"
"14412","2","1094.6800","17.3758730158730159"
"14413","1","159.2000","5.3066666666666667"
"14414","7","2731.2000","16.6536585365853659"
"14415","13","9351.5700","10.4486815642458101"
"14416","2","2679.2000","81.1878787878787879"
"14418","3","2821.9800","16.3120231213872832"
"14419","6","1551.4900","5.3684775086505190"
"14420","1","485.2200","13.8634285714285714"
"14421","2","1400.7100","34.1636585365853659"
"14422","6","6756.9800","18.7173961218836565"
"14423","1","938.4000","104.2666666666666667"
"14424","1","322.0800","322.0800000000000000"
"14426","10","6614.0800","20.2265443425076453"
"14427","2","498.7000","23.7476190476190476"
"14428","5","2031.8200","8.5013389121338912"
"14431","1","977.0200","28.7358823529411765"
"14432","6","3981.7200","6.4954649265905383"
"14434","6","1939.2000","121.2000000000000000"
"14436","1","101.5600","10.1560000000000000"
"14437","1","98.4000","12.3000000000000000"
"14438","1","151.4000","15.1400000000000000"
"14439","1","3749.2400","85.2100000000000000"
"14440","5","4589.6600","41.7241818181818182"
"14441","4","2942.2400","32.6915555555555556"
"14442","2","2592.8700","25.4202941176470588"
"14443","4","2131.8200","15.6751470588235294"
"14446","4","1571.9300","3.7338004750593824"
"14447","5","1727.5900","16.9371568627450980"
"14448","2","532.3000","16.6343750000000000"
"14449","4","1274.0500","3.4340970350404313"
"14450","3","748.7900","12.4798333333333333"
"14451","2","979.8100","6.2013291139240506"
"14452","2","357.7000","4.3621951219512195"
"14453","1","214.8400","5.6536842105263158"
"14456","9","4383.2200","3.3006174698795181"
"14457","1","113.6400","28.4100000000000000"
"14459","1","2292.1200","52.0936363636363636"
"14460","3","688.8000","23.7517241379310345"
"14461","3","3119.3900","11.9976538461538462"
"14462","11","3656.6600","9.1416500000000000"
"14463","3","1010.9400","91.9036363636363636"
"14465","3","1720.7500","9.2513440860215054"
"14466","7","3902.1000","35.7990825688073394"
"14467","4","965.7900","7.2073880597014925"
"14470","2","623.5300","10.7505172413793103"
"14472","8","3228.1600","6.6974273858921162"
"14473","2","574.3400","52.2127272727272727"
"14474","1","758.1800","17.6320930232558140"
"14475","3","1447.5700","20.1051388888888889"
"14476","1","334.8500","11.5465517241379310"
"14477","4","2166.8000","108.3400000000000000"
"14479","2","475.4500","16.9803571428571429"
"14480","1","349.7300","21.8581250000000000"
"14481","2","1120.9500","23.3531250000000000"
"14482","6","2988.7300","12.8824568965517241"
"14483","1","312.0000","17.3333333333333333"
"14484","1","513.6600","22.3330434782608696"
"14485","1","212.2200","3.5969491525423729"
"14487","6","1941.7000","7.8611336032388664"
"14488","1","2110.7000","31.5029850746268657"
"14489","1","710.3100","15.7846666666666667"
"14491","2","658.8300","22.7182758620689655"
"14493","5","3553.8800","20.6620930232558140"
"14494","1","166.9200","18.5466666666666667"
"14495","2","373.4000","20.7444444444444444"
"14496","2","789.9800","25.4832258064516129"
"14497","1","592.5700","16.4602777777777778"
"14498","5","2996.5900","10.8966909090909091"
"14499","3","1290.3000","4.6750000000000000"
"14500","3","808.6500","53.9100000000000000"
"14501","2","408.1900","25.5118750000000000"
"14502","11","3893.6100","4.2553114754098361"
"14503","6","5273.5800","22.3456779661016949"
"14504","4","1104.6900","6.0365573770491803"
"14505","8","9737.8600","7.9105280259951259"
"14506","5","2869.9300","6.1062340425531915"
"14507","6","2207.7600","15.2259310344827586"
"14508","2","455.5100","5.3589411764705882"
"14511","5","2211.7900","19.5733628318584071"
"14512","2","389.9400","11.4688235294117647"
"14513","3","766.7400","34.8518181818181818"
"14514","3","1699.8000","14.9105263157894737"
"14515","6","3441.5600","20.8579393939393939"
"14517","2","434.5500","18.8934782608695652"
"14518","1","326.3800","12.0881481481481481"
"14520","2","280.8000","56.1600000000000000"
"14522","4","1586.4000","54.7034482758620690"
"14523","1","357.3500","17.8675000000000000"
"14524","9","2895.5700","9.5563366336633663"
"14525","9","8646.7600","19.6964920273348519"
"14527","55","13294.9400","9.0750443686006826"
"14528","1","549.1400","20.3385185185185185"
"14529","3","917.9700","2.6919941348973607"
"14530","6","4706.0500","13.1822128851540616"
"14532","4","1218.2000","14.8560975609756098"
"14533","7","3344.5800","32.1594230769230769"
"14534","18","7765.7100","10.1116015625000000"
"14535","3","4484.5500","9.0596969696969697"
"14536","1","363.0500","11.7112903225806452"
"14537","1","550.5600","36.7040000000000000"
"14538","2","840.7900","24.0225714285714286"
"14539","2","666.1800","17.5310526315789474"
"14540","3","1381.8600","12.5623636363636364"
"14541","8","2822.6000","16.7017751479289941"
"14542","1","246.0500","20.5041666666666667"
"14543","16","6830.3300","51.7449242424242424"
"14544","2","3167.7100","16.9396256684491979"
"14546","5","4220.3500","7.1531355932203390"
"14547","8","6902.4600","11.4849584026622296"
"14548","2","2121.6000","212.1600000000000000"
"14549","1","510.9400","5.7408988764044944"
"14550","2","1378.7000","20.5776119402985075"
"14551","2","348.6600","18.3505263157894737"
"14552","1","252.3700","3.3649333333333333"
"14553","5","1539.3100","8.7460795454545455"
"14554","4","4291.8000","13.2055384615384615"
"14555","2","640.4300","17.7897222222222222"
"14557","1","836.3800","46.4655555555555556"
"14560","22","3729.2900","34.2136697247706422"
"14561","3","1667.7000","15.5859813084112150"
"14562","18","7452.3800","12.1970212765957447"
"14565","4","5594.9400","24.7563716814159292"
"14566","1","1432.0000","358.0000000000000000"
"14567","2","2397.3600","47.0070588235294118"
"14569","1","229.3400","17.6415384615384615"
"14570","2","254.2600","7.2645714285714286"
"14572","7","4755.1000","11.6546568627450980"
"14573","9","2899.1500","7.5695822454308094"
"14576","1","35.4000","35.4000000000000000"
"14577","4","1470.6400","6.7152511415525114"
"14578","1","204.5800","7.3064285714285714"
"14581","1","196.8200","8.9463636363636364"
"14582","1","115.6700","16.5242857142857143"
"14583","5","1601.4300","3.5042231947483589"
"14584","4","1730.4800","10.5517073170731707"
"14585","1","266.4000","6.4975609756097561"
"14586","1","310.8000","11.9538461538461538"
"14587","9","2607.0800","4.7059205776173285"
"14589","1","47.7000","11.9250000000000000"
"14591","4","1985.3400","7.3804460966542751"
"14592","3","777.7700","3.5193212669683258"
"14593","3","1057.8700","4.5597844827586207"
"14594","2","580.0800","7.3427848101265823"
"14595","6","2876.2900","18.4377564102564103"
"14597","2","1098.4900","14.2661038961038961"
"14598","1","316.9100","4.8755384615384615"
"14600","1","563.7600","14.8357894736842105"
"14601","1","220.9200","27.6150000000000000"
"14603","1","1320.0000","330.0000000000000000"
"14606","93","17988.3700","4.9760359612724758"
"14607","14","24832.1000","208.6731092436974790"
"14608","4","2432.1500","93.5442307692307692"
"14609","4","936.7200","156.1200000000000000"
"14616","3","1624.3200","135.3600000000000000"
"14618","3","714.2400","31.0539130434782609"
"14619","1","690.7800","20.9327272727272727"
"14620","2","603.1500","14.0267441860465116"
"14621","5","2377.7600","19.9811764705882353"
"14622","1","438.1300","15.1079310344827586"
"14623","5","1272.4600","6.6273958333333333"
"14624","2","277.5500","17.3468750000000000"
"14625","2","1379.1300","17.4573417721518987"
"14626","4","4872.6500","25.5112565445026178"
"14628","2","1196.8100","33.2447222222222222"
"14629","2","1494.8600","6.6734821428571429"
"14631","3","1253.3400","23.2100000000000000"
"14632","1","160.3200","14.5745454545454545"
"14633","1","534.3500","17.2370967741935484"
"14636","2","1011.3300","24.6665853658536585"
"14638","1","607.9400","30.3970000000000000"
"14639","6","4955.9300","17.6997500000000000"
"14640","6","3125.5100","21.1183108108108108"
"14641","1","150.0600","18.7575000000000000"
"14642","1","172.4400","57.4800000000000000"
"14643","2","1449.1000","27.8673076923076923"
"14644","2","1492.9600","40.3502702702702703"
"14645","2","912.6900","22.2607317073170732"
"14646","74","460602.9800","159.2679737206085754"
"14647","1","311.6200","8.4221621621621622"
"14649","4","2352.1000","8.0003401360544218"
"14651","2","1008.8200","6.9573793103448276"
"14652","1","159.8400","4.3200000000000000"
"14653","7","2825.9100","8.4608083832335329"
"14655","4","2699.6800","36.9819178082191781"
"14656","2","508.2700","3.8505303030303030"
"14657","4","1231.4100","6.8411666666666667"
"14658","2","396.9400","9.6814634146341463"
"14659","9","3839.2200","10.3483018867924528"
"14660","2","372.9200","8.4754545454545455"
"14661","1","137.9500","27.5900000000000000"
