"customer_id","frequency","monetary","segment"
"13419",1,221.06,"Low Value"
"13420",4,140.35,"Low Value"
"13421",3,1848.98,"High Value"
"13422",2,2601.55,"High Value"
"13425",3,1624.21,"High Value"
"13426",12,3550.70,"High Value"
"13427",3,582.60,"Mid Value"
"13428",1,218.47,"Low Value"
"13429",4,1006.80,"High Value"
"13430",4,648.69,"Mid Value"
"13431",2,1269.10,"High Value"
"13434",2,534.24,"Mid Value"
"13435",9,3794.49,"High Value"
"13436",1,196.89,"Low Value"
"13437",7,3408.06,"High Value"
"13439",1,283.71,"Low Value"
"13441",1,296.64,"Low Value"
"13447",4,1104.23,"High Value"
"13448",10,3465.67,"High Value"
"13449",1,291.88,"Low Value"
"13450",6,2043.72,"High Value"
"13451",6,2916.45,"High Value"
"13452",2,590,"Mid Value"
"13453",2,356.98,"Low Value"
"13455",4,1007.35,"High Value"
"13456",7,1737.82,"High Value"
"13458",22,9537.92,"High Value"
"13460",2,183.44,"Low Value"
"13461",3,1445.00,"High Value"
"13462",2,143.25,"Low Value"
"13464",1,674.68,"Mid Value"
"13466",2,297.95,"Low Value"
"13467",2,1083.71,"High Value"
"13468",41,5656.75,"High Value"
"13470",2,165.00,"Low Value"
"13471",4,2531.58,"High Value"
"13473",3,417.54,"Low Value"
"13474",1,229.59,"Low Value"
"13475",4,1431.78,"High Value"
"13476",4,1092.77,"High Value"
"13477",8,1441.53,"High Value"
"13479",3,291.00,"Low Value"
"13481",8,1776.81,"High Value"
"13482",1,184.64,"Low Value"
"13483",1,140.34,"Low Value"
"13484",1,313.80,"Low Value"
"13485",1,454.24,"Low Value"
"13486",3,1122.41,"High Value"
"13487",3,575.40,"Mid Value"
"13488",17,8910.61,"High Value"
"13489",4,449.52,"Low Value"
"13491",10,1215.82,"High Value"
"13492",3,1269.84,"High Value"
"13493",2,618.63,"Mid Value"
"13494",1,316.26,"Low Value"
"13495",6,1990.12,"High Value"
"13496",3,617.93,"Mid Value"
"13497",3,321.05,"Low Value"
"13499",7,1146.96,"High Value"
"13500",4,1136.77,"High Value"
"13501",2,1310.47,"High Value"
"13502",3,292.00,"Low Value"
"13503",1,216.85,"Low Value"
"13504",1,295.93,"Low Value"
"13505",8,4282.88,"High Value"
"13506",3,452.82,"Low Value"
"13507",4,2479.16,"High Value"
"13508",1,110.97,"Low Value"
"13509",7,979.72,"Mid Value"
"13510",5,1785.16,"High Value"
"13512",1,251.21,"Low Value"
"13513",1,205.10,"Low Value"
"13514",1,152.20,"Low Value"
"13515",4,891.12,"Mid Value"
"13516",3,1389.41,"High Value"
"13517",5,2109.07,"High Value"
"13518",1,659.44,"Mid Value"
"13519",2,110.80,"Low Value"
"13520",8,3487.75,"High Value"
"13521",3,1093.65,"High Value"
"13522",1,125.80,"Low Value"
"13523",6,3755.38,"High Value"
"13524",5,680.18,"Mid Value"
"13525",2,628.78,"Mid Value"
"13527",8,2263.76,"High Value"
"13529",2,307.76,"Low Value"
"13531",2,483.80,"Low Value"
"13532",1,210.31,"Low Value"
"13533",3,270.79,"Low Value"
"13534",43,5613.08,"High Value"
"13536",7,3448.29,"High Value"
"13538",7,1280.85,"High Value"
"13539",4,605.84,"Mid Value"
"13544",2,291.41,"Low Value"
"13546",3,626.99,"Mid Value"
"13548",2,682.41,"Mid Value"
"13549",8,916.12,"Mid Value"
"13551",1,91.80,"Low Value"
"13552",16,3539.53,"High Value"
"13555",4,4149.28,"High Value"
"13557",2,584.06,"Mid Value"
"13558",4,605.06,"Mid Value"
"13560",1,174.37,"Low Value"
"13561",1,141.86,"Low Value"
"13562",3,1799.33,"High Value"
"13563",2,777.53,"Mid Value"
"13564",5,647.74,"Mid Value"
"13565",2,240.22,"Low Value"
"13566",2,874.71,"Mid Value"
"13568",1,192.85,"Low Value"
"13569",2,373.75,"Low Value"
"13570",1,239.49,"Low Value"
"13571",12,2092.32,"High Value"
"13572",1,1384.25,"High Value"
"13573",2,294.40,"Low Value"
"13575",5,732.07,"Mid Value"
"13576",20,6703.30,"High Value"
"13577",5,1658.30,"High Value"
"13579",2,467.04,"Low Value"
"13581",1,118.00,"Low Value"
"13583",1,781.03,"Mid Value"
"13584",1,142.40,"Low Value"
"13587",3,347.00,"Low Value"
"13588",13,2445.12,"High Value"
"13589",2,379.65,"Low Value"
"13590",7,1976.12,"High Value"
"13591",3,1117.13,"High Value"
"13592",4,247.96,"Low Value"
"13593",6,1990.28,"High Value"
"13594",1,396.97,"Low Value"
"13596",2,697.04,"Mid Value"
"13598",2,167.42,"Low Value"
"13599",33,5030.60,"High Value"
"13600",1,219.52,"Low Value"
"13601",2,693.32,"Mid Value"
"13602",1,428.89,"Low Value"
"13603",1,164.34,"Low Value"
"13606",3,280.54,"Low Value"
"13607",1,678.01,"Mid Value"
"13610",9,1115.43,"High Value"
"13611",4,1158.20,"High Value"
"13614",4,1610.46,"High Value"
"13615",2,399.99,"Low Value"
"13617",3,544.18,"Mid Value"
"13618",1,177.34,"Low Value"
"13621",1,213.85,"Low Value"
"13623",7,672.44,"Mid Value"
"13626",1,257.23,"Low Value"
"13627",7,1624.02,"High Value"
"13629",11,7792.36,"High Value"
"13630",11,1995.68,"High Value"
"13631",12,3021.77,"High Value"
"13632",6,2117.02,"High Value"
"13634",5,1575.16,"High Value"
"13635",1,1071.03,"High Value"
"13636",6,941.62,"Mid Value"
"13637",3,810.50,"Mid Value"
"13638",1,122.64,"Low Value"
"13639",1,1033.34,"High Value"
"13642",1,354.80,"Low Value"
"13643",3,519.44,"Mid Value"
"13644",5,2597.52,"High Value"
"13645",1,252.10,"Low Value"
"13647",5,1670.22,"High Value"
"13649",2,346.60,"Low Value"
"13650",7,1809.34,"High Value"
"13651",2,94.20,"Low Value"
"13652",3,1095.08,"High Value"
"13654",6,2707.33,"High Value"
"13655",2,932.97,"Mid Value"
"13656",2,379.65,"Low Value"
"13657",2,382.14,"Low Value"
"13658",7,2421.47,"High Value"
"13659",3,1550.85,"High Value"
"13662",7,879.08,"Mid Value"
"13663",1,189.47,"Low Value"
"13666",3,84.65,"Low Value"
"13667",1,305.02,"Low Value"
"13668",29,6216.07,"High Value"
"13669",2,218.55,"Low Value"
"13670",1,349.70,"Low Value"
"13672",6,-71.46,"Low Value"
"13673",2,396.92,"Low Value"
"13675",2,486.82,"Low Value"
"13678",1,232.60,"Low Value"
"13680",5,2202.31,"High Value"
"13681",4,827.83,"Mid Value"
"13682",1,59.50,"Low Value"
"13684",2,64.23,"Low Value"
"13685",7,3119.44,"High Value"
"13686",1,72.00,"Low Value"
"13689",1,910.00,"Mid Value"
"13690",1,172.25,"Low Value"
"13692",5,1466.87,"High Value"
"13693",2,-32.00,"Low Value"
"13694",60,62653.10,"High Value"
"13695",15,2504.13,"High Value"
"13697",1,151.30,"Low Value"
"13699",1,308.58,"Low Value"
"13700",10,2265.12,"High Value"
"13703",1,99.50,"Low Value"
"13704",10,2295.31,"High Value"
"13705",3,711.86,"Mid Value"
"13706",1,330.79,"Low Value"
"13707",2,806.41,"Mid Value"
"13708",1,296.88,"Low Value"
"13709",17,6249.11,"High Value"
"13710",1,180.48,"Low Value"
"13711",2,252.06,"Low Value"
"13712",1,228.84,"Low Value"
"13715",8,1053.94,"High Value"
"13716",1,138.28,"Low Value"
"13717",7,1432.26,"High Value"
"13718",2,306.55,"Low Value"
"13719",5,1041.68,"High Value"
"13720",4,799.90,"Mid Value"
"13721",1,524.14,"Mid Value"
"13722",4,2369.16,"High Value"
"13723",1,199.85,"Low Value"
"13725",11,1809.81,"High Value"
"13726",2,1079.66,"High Value"
"13727",2,333.48,"Low Value"
"13728",6,1016.14,"High Value"
"13730",2,752.60,"Mid Value"
"13731",2,610.59,"Mid Value"
"13732",1,491.86,"Low Value"
"13735",8,2766.18,"High Value"
"13736",3,724.00,"Mid Value"
"13737",1,339.60,"Low Value"
"13739",1,216.90,"Low Value"
"13740",1,350.75,"Low Value"
"13741",4,666.33,"Mid Value"
"13742",14,3102.42,"High Value"
"13743",8,1340.15,"High Value"
"13744",2,1156.36,"High Value"
"13745",2,291.54,"Low Value"
"13747",1,79.60,"Low Value"
"13748",5,948.25,"Mid Value"
"13750",5,1647.26,"High Value"
"13751",1,296.25,"Low Value"
"13752",6,1186.28,"High Value"
"13753",1,741.26,"Mid Value"
"13754",2,282.60,"Low Value"
"13755",10,2154.68,"High Value"
"13756",15,5145.12,"High Value"
"13758",7,3190.55,"High Value"
"13759",2,659.41,"Mid Value"
"13760",2,286.79,"Low Value"
"13761",2,1070.65,"High Value"
"13762",2,0.00,"Low Value"
"13763",3,1689.46,"High Value"
"13764",3,1521.76,"High Value"
"13767",52,16945.71,"High Value"
"13769",16,2771.87,"High Value"
"13771",5,2631.70,"High Value"
"13772",3,1132.13,"High Value"
"13774",1,345.00,"Low Value"
"13777",41,25748.35,"High Value"
"13778",1,178.70,"Low Value"
"13780",2,360.01,"Low Value"
"13781",1,127.84,"Low Value"
"13782",6,912.00,"Mid Value"
"13784",11,2462.79,"High Value"
"13786",1,230.40,"Low Value"
"13787",2,309.04,"Low Value"
"13790",1,348.80,"Low Value"
"13791",3,1047.68,"High Value"
"13792",2,195.55,"Low Value"
"13798",63,36351.42,"High Value"
"13799",2,688.86,"Mid Value"
"13800",1,558.32,"Mid Value"
"13801",1,324.80,"Low Value"
"13802",6,3906.27,"High Value"
"13803",1,277.07,"Low Value"
"13804",7,2635.79,"High Value"
"13805",2,924.60,"Mid Value"
"13806",1,256.38,"Low Value"
"13807",1,112.60,"Low Value"
"13808",5,1747.66,"High Value"
"13809",1,155.05,"Low Value"
"13810",4,899.51,"Mid Value"
"13811",4,591.75,"Mid Value"
"13812",3,539.00,"Mid Value"
"13813",5,1353.41,"High Value"
"13814",3,1562.12,"High Value"
"13815",5,4014.91,"High Value"
"13816",4,555.04,"Mid Value"
"13817",2,382.98,"Low Value"
"13819",3,1140.35,"High Value"
"13821",2,385.64,"Low Value"
"13822",2,632.00,"Mid Value"
"13823",2,957.66,"Mid Value"
"13824",5,1698.94,"High Value"
"13826",2,174.65,"Low Value"
"13827",3,412.05,"Low Value"
"13828",1,209.49,"Low Value"
"13829",1,-102.0,"Low Value"
"13831",6,2202.99,"High Value"
"13832",2,40.95,"Low Value"
"13833",1,384.80,"Low Value"
"13835",4,834.57,"Mid Value"
"13837",2,271.24,"Low Value"
"13838",4,691.73,"Mid Value"
"13841",1,85.00,"Low Value"
"13842",9,3385.62,"High Value"
"13844",1,361.62,"Low Value"
"13845",1,312.98,"Low Value"
"13846",4,847.61,"Mid Value"
"13848",3,1255.00,"High Value"
"13849",2,1537.95,"High Value"
"13850",2,1586.81,"High Value"
"13851",3,2651.46,"High Value"
"13853",2,1056.94,"High Value"
"13854",29,8025.02,"High Value"
"13856",5,363.40,"Low Value"
"13858",1,216.17,"Low Value"
"13859",1,201.16,"Low Value"
"13860",6,1240.00,"High Value"
"13862",10,2187.31,"High Value"
"13863",2,299.56,"Low Value"
"13865",4,501.56,"Mid Value"
"13866",1,145.67,"Low Value"
"13867",3,1015.29,"High Value"
"13868",2,3192.54,"High Value"
"13869",4,3104.95,"High Value"
"13870",10,2751.25,"High Value"
"13871",14,6389.80,"High Value"
"13873",4,381.70,"Low Value"
"13874",1,540.45,"Mid Value"
"13875",5,1786.79,"High Value"
"13876",1,122.70,"Low Value"
"13877",1,117.24,"Low Value"
"13878",1,1281.53,"High Value"
"13880",13,3219.77,"High Value"
"13881",22,16989.52,"High Value"
"13882",6,1131.28,"High Value"
"13883",9,2538.75,"High Value"
"13884",6,781.30,"Mid Value"
"13885",2,506.80,"Mid Value"
"13886",1,243.56,"Low Value"
"13887",1,349.55,"Low Value"
"13888",2,605.63,"Mid Value"
"13889",1,416.90,"Low Value"
"13890",14,1860.86,"High Value"
"13892",4,632.97,"Mid Value"
"13893",1,821.10,"Mid Value"
"13894",5,535.97,"Mid Value"
"13895",5,2588.12,"High Value"
"13897",1,311.16,"Low Value"
"13898",1,155.93,"Low Value"
"13899",2,388.52,"Low Value"
"13900",3,740.95,"Mid Value"
"13901",5,2867.20,"High Value"
"13904",2,332.64,"Low Value"
"13908",5,2347.05,"High Value"
"13911",9,2580.91,"High Value"
"13914",3,613.95,"Mid Value"
"13917",2,272.04,"Low Value"
"13918",2,1212.84,"High Value"
"13919",3,350.16,"Low Value"
"13922",1,172.25,"Low Value"
"13923",1,351.13,"Low Value"
"13924",11,1682.08,"High Value"
"13925",6,616.65,"Mid Value"
"13926",1,223.85,"Low Value"
"13927",1,348.99,"Low Value"
"13928",4,464.57,"Low Value"
"13929",3,802.85,"Mid Value"
"13930",2,337.34,"Low Value"
"13931",3,1230.93,"High Value"
"13932",1,307.40,"Low Value"
"13933",2,608.79,"Mid Value"
"13934",1,922.10,"Mid Value"
"13936",2,361.28,"Low Value"
"13937",1,158.85,"Low Value"
"13938",1,71.66,"Low Value"
"13939",4,556.75,"Mid Value"
"13940",4,839.14,"Mid Value"
"13941",7,4912.41,"High Value"
"13946",3,561.57,"Mid Value"
"13947",1,90.60,"Low Value"
"13948",1,102.00,"Low Value"
"13949",6,2427.32,"High Value"
"13950",5,728.56,"Mid Value"
"13951",3,674.45,"Mid Value"
"13952",3,3246.091,"High Value"
"13953",7,3515.68,"High Value"
"13954",3,378.59,"Low Value"
"13955",2,322.96,"Low Value"
"13956",5,1026.42,"High Value"
"13958",1,-102.45,"Low Value"
"13959",3,598.20,"Mid Value"
"13960",2,230.22,"Low Value"
"13962",2,169.55,"Low Value"
"13963",4,664.54,"Mid Value"
"13967",1,80.70,"Low Value"
"13969",20,8986.69,"High Value"
"13971",11,2702.22,"High Value"
"13972",2,190.25,"Low Value"
"13973",1,264.70,"Low Value"
"13974",1,413.59,"Low Value"
"13975",7,2503.23,"High Value"
"13976",1,357.98,"Low Value"
"13978",2,196.79,"Low Value"
"13979",1,869.87,"Mid Value"
"13980",1,200.14,"Low Value"
"13982",5,1861.11,"High Value"
"13983",13,2590.46,"High Value"
"13984",6,488.03,"Low Value"
"13985",16,7024.53,"High Value"
"13986",1,320.46,"Low Value"
"13988",9,4098.80,"High Value"
"13989",2,1266.08,"High Value"
"13990",1,311.30,"Low Value"
"13991",7,850.63,"Mid Value"
"13992",1,76.80,"Low Value"
"13993",12,3409.66,"High Value"
"13994",6,2313.14,"High Value"
"13995",6,1383.49,"High Value"
"13999",15,3865.26,"High Value"
"14000",2,633.71,"Mid Value"
"14001",4,2030.33,"High Value"
"14002",2,529.73,"Mid Value"
"14004",7,4582.64,"High Value"
"14005",5,2874.72,"High Value"
"14006",3,962.19,"Mid Value"
"14009",3,685.93,"Mid Value"
"14012",1,328.80,"Low Value"
"14013",3,473.02,"Low Value"
"14014",1,505.18,"Mid Value"
"14015",1,917.34,"Mid Value"
"14016",5,4328.46,"High Value"
"14019",4,1398.96,"High Value"
"14020",2,642.80,"Mid Value"
"14021",3,631.90,"Mid Value"
"14022",1,440.00,"Low Value"
"14023",2,584.07,"Mid Value"
"14024",2,327.70,"Low Value"
"14027",1,104.82,"Low Value"
"14029",2,467.66,"Low Value"
"14030",8,2360.09,"High Value"
"14031",23,14634.64,"High Value"
"14032",18,2929.84,"High Value"
"14034",4,512.02,"Mid Value"
"14035",5,1428.02,"High Value"
"14036",1,626.65,"Mid Value"
"14037",2,147.20,"Low Value"
"14038",4,1554.48,"High Value"
"14039",1,152.20,"Low Value"
"14040",15,3542.19,"High Value"
"14041",1,141.41,"Low Value"
"14044",4,652.82,"Mid Value"
"14045",4,1659.75,"High Value"
"14046",1,154.99,"Low Value"
"14047",7,1290.01,"High Value"
"14048",2,375.13,"Low Value"
"14049",6,5639.15,"High Value"
"14050",2,746.36,"Mid Value"
"14051",26,15477.34,"High Value"
"14052",1,225.36,"Low Value"
"14053",2,260.25,"Low Value"
"14054",1,92.46,"Low Value"
"14055",1,725.64,"Mid Value"
"14056",29,8124.40,"High Value"
"14057",18,6147.40,"High Value"
"14059",1,183.60,"Low Value"
"14060",20,6135.38,"High Value"
"14062",12,10464.85,"High Value"
"14064",7,1188.32,"High Value"
"14066",1,152.55,"Low Value"
"14067",2,374.70,"Low Value"
"14068",1,265.85,"Low Value"
"14071",9,1307.41,"High Value"
"14073",2,139.54,"Low Value"
"14075",3,942.26,"Mid Value"
"14076",1,122.47,"Low Value"
"14077",5,499.42,"Low Value"
"14078",6,1049.37,"High Value"
"14079",1,375.10,"Low Value"
"14080",1,45.60,"Low Value"
"14081",4,904.67,"Mid Value"
"14082",1,182.25,"Low Value"
"14083",9,1018.43,"High Value"
"14085",19,4435.79,"High Value"
"14087",2,181.67,"Low Value"
"14088",14,50415.49,"High Value"
"14089",1,161.00,"Low Value"
"14090",1,76.32,"Low Value"
"14092",17,4063.10,"High Value"
"14093",1,442.85,"Low Value"
"14096",34,57120.91,"High Value"
"14098",1,147.35,"Low Value"
"14099",12,3092.97,"High Value"
"14100",1,194.90,"Low Value"
"14101",6,5976.79,"High Value"
"14102",8,1314.73,"High Value"
"14104",2,216.21,"Low Value"
"14105",2,1260.33,"High Value"
"14107",8,2688.48,"High Value"
"14108",3,594.16,"Mid Value"
"14109",2,80.20,"Low Value"
"14110",13,5669.65,"High Value"
"14111",5,688.60,"Mid Value"
"14112",12,2774.17,"High Value"
"14113",8,1377.92,"High Value"
"14114",2,386.53,"Low Value"
"14116",5,1382.74,"High Value"
"14117",1,90.00,"Low Value"
"14119",1,-19.90,"Low Value"
"14121",6,2740.30,"High Value"
"14124",1,419.58,"Low Value"
"14125",3,2740.43,"High Value"
"14126",4,643.63,"Mid Value"
"14127",3,709.71,"Mid Value"
"14128",2,637.50,"Mid Value"
"14129",5,1123.86,"High Value"
"14130",1,483.86,"Low Value"
"14132",12,3580.13,"High Value"
"14133",5,590.34,"Mid Value"
"14135",15,4690.31,"High Value"
"14138",2,982.38,"Mid Value"
"14139",1,415.82,"Low Value"
"14140",3,920.05,"Mid Value"
"14141",6,879.03,"Mid Value"
"14142",1,311.81,"Low Value"
"14143",1,115.80,"Low Value"
"14145",5,3148.20,"High Value"
"14146",6,2949.57,"High Value"
"14147",3,468.40,"Low Value"
"14148",1,157.20,"Low Value"
"14149",3,259.43,"Low Value"
"14150",2,658.64,"Mid Value"
"14152",3,611.09,"Mid Value"
"14154",2,1345.62,"High Value"
"14155",1,118.75,"Low Value"
"14156",66,113384.14,"High Value"
"14157",3,400.43,"Low Value"
"14158",1,507.66,"Mid Value"
"14159",14,4678.30,"High Value"
"14161",3,1110.52,"High Value"
"14162",2,289.36,"Low Value"
"14163",4,2445.91,"High Value"
"14164",2,1631.77,"High Value"
"14165",1,122.54,"Low Value"
"14167",4,574.84,"Mid Value"
"14171",1,363.79,"Low Value"
"14173",4,450.84,"Low Value"
"14174",1,134.46,"Low Value"
"14175",7,3108.06,"High Value"
"14176",5,574.00,"Mid Value"
"14177",5,554.46,"Mid Value"
"14178",7,1620.93,"High Value"
"14179",2,719.78,"Mid Value"
"14180",31,4640.77,"High Value"
"14184",1,452.89,"Low Value"
"14185",1,197.65,"Low Value"
"14188",10,2018.91,"High Value"
"14189",24,4604.31,"High Value"
"14191",14,4660.01,"High Value"
"14193",2,853.39,"Mid Value"
"14194",32,11216.75,"High Value"
"14195",3,962.70,"Mid Value"
"14196",1,335.52,"Low Value"
"14198",7,663.50,"Mid Value"
"14199",1,185.40,"Low Value"
"14201",9,688.04,"Mid Value"
"14204",1,161.03,"Low Value"
"14205",4,218.78,"Low Value"
"14206",2,308.26,"Low Value"
"14208",1,151.74,"Low Value"
"14209",7,2067.13,"High Value"
"14210",7,1900.89,"High Value"
"14211",13,2208.30,"High Value"
"14212",1,1070.48,"High Value"
"14213",1,-1192.20,"Low Value"
"14214",7,1000.23,"High Value"
"14215",7,1777.92,"High Value"
"14216",4,1839.30,"High Value"
"14217",24,1925.36,"High Value"
"14218",1,169.48,"Low Value"
"14219",1,89.94,"Low Value"
"14220",2,632.40,"Mid Value"
"14221",10,3427.85,"High Value"
"14222",1,683.17,"Mid Value"
"14223",4,975.23,"Mid Value"
"14224",4,1050.12,"High Value"
"14226",7,2201.64,"High Value"
"14227",15,3315.71,"High Value"
"14229",5,1450.60,"High Value"
"14231",5,822.06,"Mid Value"
"14232",8,2043.93,"High Value"
"14233",5,1447.51,"High Value"
"14234",4,775.46,"Mid Value"
"14235",6,3093.86,"High Value"
"14236",2,490.86,"Low Value"
"14237",1,161.00,"Low Value"
"14238",1,146.85,"Low Value"
"14239",13,2323.50,"High Value"
"14240",2,890.34,"Mid Value"
"14241",1,213.70,"Low Value"
"14242",2,280.55,"Low Value"
"14243",14,2535.88,"High Value"
"14245",5,1677.48,"High Value"
"14246",3,1474.06,"High Value"
"14247",1,136.77,"Low Value"
"14248",1,302.58,"Low Value"
"14250",3,1904.05,"High Value"
"14251",5,2879.70,"High Value"
"14256",3,935.06,"Mid Value"
"14257",6,3087.27,"High Value"
"14258",10,12650.08,"High Value"
"14259",1,120.00,"Low Value"
"14261",2,1163.45,"High Value"
"14262",8,2618.23,"High Value"
"14264",3,319.47,"Low Value"
"14265",2,530.18,"Mid Value"
"14267",7,1279.09,"High Value"
"14270",1,492.65,"Low Value"
"14271",1,112.32,"Low Value"
"14272",2,437.96,"Low Value"
"14273",4,559.97,"Mid Value"
"14276",5,1019.39,"High Value"
"14277",4,3957.00,"High Value"
"14280",1,134.04,"Low Value"
"14282",15,3729.34,"High Value"
"14284",3,578.45,"Mid Value"
"14285",4,1910.01,"High Value"
"14286",5,4595.81,"High Value"
"14287",4,151.23,"Low Value"
"14288",2,413.85,"Low Value"
"14289",6,911.26,"Mid Value"
"14290",6,2307.45,"High Value"
"14291",12,3873.30,"High Value"
"14292",14,4819.33,"High Value"
"14293",4,1046.56,"High Value"
"14295",2,154.70,"Low Value"
"14297",6,1284.06,"High Value"
"14298",45,50862.44,"High Value"
"14299",18,2855.35,"High Value"
"14300",1,43.20,"Low Value"
"14301",2,632.04,"Mid Value"
"14304",2,197.10,"Low Value"
"14305",5,1803.76,"High Value"
"14306",3,2083.42,"High Value"
"14307",6,2995.72,"High Value"
"14309",10,2319.68,"High Value"
"14311",2,229.71,"Low Value"
"14312",6,1611.59,"High Value"
"14314",1,120.00,"Low Value"
"14315",7,2456.98,"High Value"
"14317",1,508.58,"Mid Value"
"14320",3,343.11,"Low Value"
"14321",5,1530.75,"High Value"
"14323",4,574.26,"Mid Value"
"14326",2,166.85,"Low Value"
"14327",1,311.65,"Low Value"
"14329",14,4928.74,"High Value"
"14331",2,462.66,"Low Value"
"14332",3,866.31,"Mid Value"
"14333",2,351.45,"Low Value"
"14334",9,2539.46,"High Value"
"14335",2,468.26,"Low Value"
"14336",4,1614.91,"High Value"
"14338",4,554.22,"Mid Value"
"14339",4,289.91,"Low Value"
"14340",1,134.70,"Low Value"
"14341",9,2166.38,"High Value"
"14342",6,607.71,"Mid Value"
"14344",8,889.93,"Mid Value"
"14345",1,108.98,"Low Value"
"14346",2,1021.58,"High Value"
"14348",1,409.57,"Low Value"
"14349",1,133.50,"Low Value"
"14350",2,258.70,"Low Value"
"14351",1,51.00,"Low Value"
"14352",4,1078.96,"High Value"
"14353",1,90.60,"Low Value"
"14354",2,163.62,"Low Value"
"14355",1,174.40,"Low Value"
"14356",4,666.94,"Mid Value"
"14357",1,225.77,"Low Value"
"14359",6,882.58,"Mid Value"
"14360",4,2128.23,"High Value"
"14362",1,161.20,"Low Value"
"14364",8,3717.35,"High Value"
"14367",19,9167.82,"High Value"
"14368",1,155.00,"Low Value"
"14371",1,100.50,"Low Value"
"14373",1,76.55,"Low Value"
"14375",1,257.68,"Low Value"
"14377",2,617.05,"Mid Value"
"14379",2,348.10,"Low Value"
"14381",1,202.68,"Low Value"
"14382",1,626.07,"Mid Value"
"14383",3,1247.69,"High Value"
"14385",3,202.11,"Low Value"
"14386",1,142.40,"Low Value"
"14387",3,1770.56,"High Value"
"14388",10,3172.04,"High Value"
"14389",5,999.72,"Mid Value"
"14390",13,4592.47,"High Value"
"14393",1,67.95,"Low Value"
"14395",12,3471.91,"High Value"
"14396",2,487.99,"Low Value"
"14397",23,2556.68,"High Value"
"14400",2,559.70,"Mid Value"
"14401",14,4039.98,"High Value"
"14403",5,1426.31,"High Value"
"14404",7,1434.72,"High Value"
"14406",1,156.75,"Low Value"
"14407",9,2111.08,"High Value"
"14408",7,2606.53,"High Value"
"14409",7,1908.25,"High Value"
"14410",15,576.30,"Mid Value"
"14411",1,1063.00,"High Value"
"14412",3,761.33,"Mid Value"
"14413",1,122.70,"Low Value"
"14414",8,1485.13,"High Value"
"14415",18,5811.56,"High Value"
"14416",2,490.22,"Low Value"
"14418",3,1937.25,"High Value"
"14419",6,1058.06,"High Value"
"14420",2,385.87,"Low Value"
"14421",2,813.11,"Mid Value"
"14422",6,4263.64,"High Value"
"14423",1,265.20,"Low Value"
"14424",1,322.08,"Low Value"
"14426",16,3918.90,"High Value"
"14427",2,363.34,"Low Value"
"14428",7,1230.14,"High Value"
"14431",2,397.76,"Low Value"
"14432",6,2255.51,"High Value"
"14434",6,1372.80,"High Value"
"14436",1,89.06,"Low Value"
"14437",2,-43.40,"Low Value"
"14438",1,131.90,"Low Value"
"14439",1,2661.24,"High Value"
"14440",5,2357.68,"High Value"
"14441",10,1545.14,"High Value"
"14442",5,1544.62,"High Value"
"14443",7,1400.88,"High Value"
"14446",4,1039.58,"High Value"
"14447",5,1163.23,"High Value"
"14448",2,375.35,"Low Value"
"14449",4,907.10,"Mid Value"
"14450",3,483.25,"Low Value"
"14451",2,662.59,"Mid Value"
"14452",2,264.44,"Low Value"
"14453",1,119.93,"Low Value"
"14456",14,3047.63,"High Value"
"14457",1,113.64,"Low Value"
"14459",1,1837.92,"High Value"
"14460",4,383.34,"Low Value"
"14461",3,2103.06,"High Value"
"14462",15,1965.90,"High Value"
"14463",3,529.62,"Mid Value"
"14465",3,1058.62,"High Value"
"14466",7,2272.40,"High Value"
"14467",4,598.76,"Mid Value"
"14470",2,461.19,"Low Value"
"14472",8,1936.84,"High Value"
"14473",2,234.34,"Low Value"
"14474",2,537.71,"Mid Value"
"14475",6,799.82,"Mid Value"
"14476",1,215.70,"Low Value"
"14477",5,1307.81,"High Value"
"14479",2,316.25,"Low Value"
"14480",1,279.05,"Low Value"
"14481",2,636.51,"Mid Value"
"14482",6,2068.15,"High Value"
"14483",2,129.20,"Low Value"
"14484",1,321.92,"Low Value"
"14485",1,165.75,"Low Value"
"14487",7,1183.58,"High Value"
"14488",2,1047.43,"High Value"
"14489",1,463.38,"Low Value"
"14491",2,340.93,"Low Value"
"14493",7,2362.84,"High Value"
"14494",1,139.56,"Low Value"
"14495",2,123.80,"Low Value"
"14496",2,538.81,"Mid Value"
"14497",2,457.47,"Low Value"
"14498",5,1957.32,"High Value"
"14499",3,815.32,"Mid Value"
"14500",3,356.85,"Low Value"
"14501",3,190.31,"Low Value"
"14502",14,2351.02,"High Value"
"14503",6,3543.26,"High Value"
"14504",4,673.26,"Mid Value"
"14505",11,5818.70,"High Value"
"14506",5,2012.17,"High Value"
"14507",7,1368.18,"High Value"
"14508",2,276.42,"Low Value"
"14511",6,1267.41,"High Value"
"14512",2,275.28,"Low Value"
"14513",4,438.49,"Low Value"
"14514",3,1055.35,"High Value"
"14515",6,2102.09,"High Value"
"14517",2,330.45,"Low Value"
"14518",1,174.37,"Low Value"
"14520",2,270.60,"Low Value"
"14522",4,974.54,"Mid Value"
"14523",1,241.09,"Low Value"
"14524",9,1867.68,"High Value"
"14525",13,4221.37,"High Value"
"14527",86,7711.38,"High Value"
"14528",1,364.22,"Low Value"
"14529",3,620.04,"Mid Value"
"14530",6,2925.91,"High Value"
"14532",4,932.85,"Mid Value"
"14533",9,1812.62,"High Value"
"14534",25,4075.35,"High Value"
