"invoice_no","stock_code","quantity","unit_price","revenue"
"536795","85123A",32,2.55,81.60
"536795","22866",24,2.1,50.4
"536795","22865",24,2.1,50.4
"536795","21982",24,0.29,6.96
"536795","21967",24,0.29,6.96
"536795","22084",12,2.95,35.40
"536796","22376",1,4.25,4.25
"536796","22174",1,1.65,1.65
"536796","22745",1,2.1,2.1
"536796","20665",1,2.95,2.95
"536796","21719",1,0.85,0.85
"536796","22906",1,1.65,1.65
"536796","22181",2,0.85,1.70
"536796","21981",1,0.29,0.29
"536796","22616",1,0.29,0.29
"536796","21967",1,0.29,0.29
"536796","21392",1,2.1,2.1
"536796","21393",1,2.1,2.1
"536796","22328",1,2.95,2.95
"536796","22952",1,0.55,0.55
"536796","21268",2,0.42,0.84
"536796","22902",1,2.1,2.1
"536796","22659",1,1.95,1.95
"536796","84952C",1,3.75,3.75
"536796","84952B",1,3.75,3.75
"536796","85144",1,7.25,7.25
"536796","20668",10,0.12,1.20
"536796","22087",2,2.95,5.90
"536796","21327",1,1.65,1.65
"536796","21328",1,1.65,1.65
"536796","21025",1,1.25,1.25
"536796","21031",1,1.25,1.25
"536796","21030",1,1.25,1.25
"536796","21026",1,1.25,1.25
"536796","22376",2,4.25,8.50
"536796","21032",2,1.25,2.50
"536796","22376",2,4.25,8.50
"536796","22554",1,1.65,1.65
"536796","22553",1,1.65,1.65
"536796","21026",1,1.25,1.25
"536796","21578",1,2.25,2.25
"536796","21559",1,2.55,2.55
"536796","22791",6,1.25,7.50
"536796","21392",2,2.1,4.2
"536796","21393",2,2.1,4.2
"536796","22585",1,1.25,1.25
"536796","22350",1,2.55,2.55
"536796","21354",1,1.25,1.25
"536796","21357",1,1.25,1.25
"536796","22909",2,0.85,1.70
"536796","22977",1,1.25,1.25
"536796","22974",1,1.65,1.65
"536796","20724",1,0.85,0.85
"536796","20719",1,0.85,0.85
"536796","21587",5,2.55,12.75
"536796","21625",1,6.95,6.95
"536796","22634",1,9.95,9.95
"536796","20766",1,3.75,3.75
"536796","22972",1,1.65,1.65
"536796","22988",1,1.25,1.25
"536796","22976",1,1.25,1.25
"536796","22973",1,1.65,1.65
"536796","84879",1,1.69,1.69
"536796","21398",2,2.1,4.2
"536796","21399",2,2.1,4.2
"536796","22585",1,1.25,1.25
"536796","21982",1,0.29,0.29
"536796","22623",1,4.95,4.95
"536796","22909",1,0.85,0.85
"536796","22562",1,1.25,1.25
"536796","21967",1,0.29,0.29
"536796","22906",1,1.65,1.65
"536796","72598",1,0.85,0.85
"536796","21591",1,1.25,1.25
"536796","21714",1,1.25,1.25
"536796","84832",2,0.85,1.70
"536796","22553",1,1.65,1.65
"536796","21967",1,0.29,0.29
"536796","21984",1,0.29,0.29
"536796","21982",1,0.29,0.29
"536796","21981",1,0.29,0.29
"536796","21591",3,1.25,3.75
"536796","21135",8,1.69,13.52
"536796","84879",5,1.69,8.45
"536796","21121",1,1.25,1.25
"536796","21990",1,2.95,2.95
"536796","21328",1,1.65,1.65
"536796","21327",2,1.65,3.30
"536796","22744",2,2.95,5.90
"536796","20751",1,2.1,2.1
"536796","21993",1,2.95,2.95
"536796","22077",1,1.65,1.65
"536796","16258A",1,0.42,0.42
"536796","22435",1,1.25,1.25
"536796","84347",1,2.55,2.55
"536796","22082",1,1.65,1.65
"536796","21578",1,2.25,2.25
"536796","22952",1,0.55,0.55
"536796","22616",3,0.29,0.87
"536796","22561",1,1.65,1.65
"536796","21935",1,1.65,1.65
"536796","22561",1,1.65,1.65
"536796","20752",1,2.1,2.1
"536796","21484",1,3.45,3.45
"536796","21587",1,2.55,2.55
"536796","22636",3,8.5,25.5
"536796","22555",1,1.65,1.65
"536796","22557",1,1.65,1.65
"536796","21892",1,1.25,1.25
"536796","22619",1,3.75,3.75
"536796","20719",1,0.85,0.85
"536796","20728",1,1.65,1.65
"536796","22617",1,4.95,4.95
"536796","22745",1,2.1,2.1
"536796","22748",1,2.1,2.1
"536796","21426",1,2.1,2.1
"536796","22635",2,9.95,19.90
"536796","21577",2,2.25,4.50
"536796","84985A",1,1.45,1.45
"536796","21430",2,3.75,7.50
"536796","22607",3,9.95,29.85
"536796","22899",1,2.1,2.1
"536796","20977",2,1.25,2.50
"536796","20979",1,1.25,1.25
"536796","22661",1,0.85,0.85
"536796","22902",1,2.1,2.1
"536796","21581",1,2.25,2.25
"536797","90002D",4,3.75,15.00
"536797","22632",12,2.1,25.2
"536797","22866",12,2.1,25.2
"536797","22865",12,2.1,25.2
"536797","22633",12,2.1,25.2
"536797","20970",4,3.75,15.00
"536798","22427",1,5.95,5.95
"536798","37370",6,1.25,7.50
"536798","21877",6,1.25,7.50
"536798","79066K",6,0.85,5.10
"536798","22424",4,12.75,51.00
"536798","22426",4,3.75,15.00
"536798","22429",4,4.25,17.00
"536798","22428",5,6.95,34.75
"536798","82552",24,1.45,34.80
"536798","82551",24,1.45,34.80
"536798","82578",12,0.55,6.60
"536798","82581",12,0.55,6.60
"536798","82599",12,2.1,25.2
"536798","21874",6,1.25,7.50
"536798","21911",12,1.65,19.80
"536798","21181",12,2.1,25.2
"536798","21908",12,2.1,25.2
"536798","22413",12,2.95,35.40
"536798","21169",24,1.69,40.56
"536798","82583",12,2.1,25.2
"536798","82567",12,2.1,25.2
"536798","82583",12,2.1,25.2
"536798","21166",12,1.95,23.40
"536798","21901",48,0.65,31.20
"536798","21899",48,0.65,31.20
"536798","21874",6,1.25,7.50
"536798","21174",12,1.95,23.40
"536798","21175",12,2.1,25.2
"536798","21900",48,0.65,31.20
"536798","21902",48,0.65,31.20
"536798","48138",4,7.95,31.80
"536799","21931",3,1.95,5.85
"536799","21930",4,1.95,7.80
"536799","85099B",3,1.95,5.85
"536799","22386",3,1.95,5.85
"536799","20974",6,0.65,3.90
"536799","20973",18,0.65,11.70
"536799","20975",18,0.65,11.70
"536799","70007",6,1.65,9.90
"536799","70006",5,1.65,8.25
"536799","21098",6,1.25,7.50
"536799","22745",2,2.1,4.2
"536799","22746",2,2.1,4.2
"536799","22748",2,2.1,4.2
"536799","22867",8,2.1,16.8
"536799","22632",8,2.1,16.8
"536799","22834",12,2.1,25.2
"536799","22865",8,2.1,16.8
"536799","22866",8,2.1,16.8
"536800","22960",6,4.25,25.50
"536800","22969",12,1.45,17.40
"536800","22099",12,1.25,15.00
"536800","22718",12,0.42,5.04
"536800","22717",12,0.42,5.04
"536800","22024",12,0.42,5.04
"536800","22028",12,0.42,5.04
"536800","22716",12,0.42,5.04
"536800","47591D",8,1.95,15.60
"536800","47567B",3,5.95,17.85
"536800","22961",24,1.45,34.80
"536800","22814",12,0.42,5.04
"536800","22983",12,0.42,5.04
"536800","22031",12,0.42,5.04
"536800","22379",5,2.1,10.5
"536800","84378",12,1.25,15.00
"536800","22727",4,3.75,15.00
"536800","22726",4,3.75,15.00
"536800","22730",4,3.75,15.00
"536802","22735",10,1.65,16.50
"536802","22941",4,8.5,34.0
"536802","21731",12,1.65,19.80
"536802","22837",4,4.65,18.60
"536802","22179",8,6.75,54.00
"536802","21463",2,5.95,11.90
"536802","21464",2,4.25,8.50
"536802","22779",8,4.25,34.00
"536803","22113",6,3.75,22.50
"536804","21745",24,3.39,81.36
"536804","22423",16,10.95,175.20
"536804","22777",12,7.65,91.80
"536804","22778",24,3.39,81.36
"536804","21484",36,2.95,106.20
"536804","84029E",48,3.39,162.72
"536804","84029G",48,3.39,162.72
"536804","37370",72,1.06,76.32
"536804","21524",10,6.75,67.50
"536804","48138",10,6.75,67.50
"536804","22926",4,5.95,23.80
"536804","22365",10,6.75,67.50
"536804","22326",6,2.95,17.70
"536804","22328",6,2.95,17.70
"536804","20679",12,5.95,71.40
"536804","15056BL",12,5.95,71.40
"536804","21658",8,3.95,31.60
"536804","22065",10,1.45,14.50
"536804","22988",72,1.25,90.00
"536804","22697",6,2.95,17.70
"536804","22798",2,2.95,5.90
"536804","84879",48,1.69,81.12
"536804","22801",6,3.75,22.50
"536804","22800",12,3.75,45.00
"536804","79067",17,3.75,63.75
"536805","21788",24,0.85,20.40
"536805","22321",12,0.85,10.20
"536805","22492",72,0.65,46.80
"536805","20971",12,1.25,15.00
"536805","20972",12,1.25,15.00
"536805","20974",24,0.65,15.60
"536805","20973",24,0.65,15.60
"536805","22561",12,1.65,19.80
"536805","22491",24,0.85,20.40
"536805","22489",24,0.42,10.08
"536805","15036",12,0.75,9.00
"536805","21069",12,1.25,15.00
"536805","37370",12,1.25,15.00
"536805","22567",12,1.25,15.00
"536805","22558",12,1.49,17.88
"536805","22408",12,1.25,15.00
"536805","22406",12,1.25,15.00
"536805","22405",12,1.25,15.00
"536805","21908",24,2.1,50.4
"536805","85152",24,2.1,50.4
"536806","21803",36,0.42,15.12
"536806","22579",12,0.85,10.20
"536806","82580",12,0.55,6.60
"536806","82581",12,0.55,6.60
"536806","82578",12,0.55,6.60
"C536807","22501",-2,9.95,-19.90
"C536807","22778",-1,3.95,-3.95
"536808","22423",1,12.75,12.75
"536808","22846",1,16.95,16.95
"536808","21733",6,2.95,17.70
"536808","21669",12,1.25,15.00
"536808","22634",2,9.95,19.90
"536808","21259",2,5.95,11.90
"536808","21257",2,7.95,15.90
"536808","22568",8,3.75,30.00
"536808","22569",8,3.75,30.00
"536808","22570",12,3.75,45.00
"536808","84029E",4,3.75,15.00
"536808","21481",6,2.95,17.70
"536809","84950",1824,0.55,1003.20
"536810","21833",204,1.49,303.96
"536811","22275",69,7.65,527.85
"C536812","22578",-36,0.85,-30.60
"C536812","22574",-192,0.72,-138.24
"C536812","22593",-144,0.72,-103.68
"C536812","22595",-144,0.72,-103.68
"C536812","22588",-192,2.1,-403.2
"C536812","22130",-144,0.72,-103.68
"536813","37450",6,2.95,17.70
"536813","20668",24,0.12,2.88
"536813","22818",12,0.42,5.04
"536813","22816",12,0.42,5.04
"536813","22043",12,0.42,5.04
"536813","22044",12,0.42,5.04
"536813","22042",12,0.42,5.04
"536813","85032D",6,2.1,12.6
"536813","85049A",12,1.25,15.00
"536813","22910",6,2.95,17.70
"536813","22086",6,2.95,17.70
"536813","72816",12,1.25,15.00
"536813","35957",48,0.42,20.16
"536813","17003",36,0.21,7.56
"536813","22089",6,2.95,17.70
"536813","22413",6,2.95,17.70
"536813","46000S",2,1.45,2.90
"C536814","21527",-2,7.95,-15.90
"C536814","72799E",-6,2.95,-17.70
"C536814","85066",-2,12.75,-25.50
"C536814","21586",-12,2.55,-30.60
"C536814","21258",-1,12.75,-12.75
"C536815","85175",-1,0.42,-0.42
"C536815","22178",-1,1.25,-1.25
"C536816","21129",-2,6.95,-13.90
"C536817","22187",-1,4.25,-4.25
"C536817","71477",-1,3.25,-3.25
"C536818","84947",-1,1.25,-1.25
"536819","22427",3,5.95,17.85
"536819","72741",9,1.45,13.05
"536819","22898",8,1.95,15.60
"536819","22667",6,2.95,17.70
"536819","22328",12,2.95,35.40
"536819","21506",12,0.42,5.04
"536819","21519",12,0.42,5.04
"536819","21213",24,0.55,13.20
"536819","21063",12,0.85,10.20
"536819","21059",12,0.85,10.20
"536819","84375",24,2.1,50.4
"536819","22625",2,8.5,17.0
"536819","22624",2,8.5,17.0
"536819","22988",12,1.25,15.00
"536819","21975",24,0.55,13.20
"536819","20914",12,2.95,35.40
"536819","22429",4,4.25,17.00
"C536820","22877",-1,1.95,-1.95
"C536820","22869",-1,1.95,-1.95
"C536820","22878",-1,2.1,-2.1
"C536820","21843",-1,10.95,-10.95
"536821","22630",1,1.95,1.95
"536821","22867",1,2.1,2.1
"536821","21494",3,1.25,3.75
"536821","21094",6,0.85,5.10
"536821","22651",7,0.85,5.95
"536821","21080",3,0.85,2.55
"536821","22652",1,1.65,1.65
"536821","21217",1,9.95,9.95
"536821","22502",3,5.95,17.85
"536821","22430",1,4.95,4.95
"536821","21429",1,1.65,1.65
"536821","22666",4,2.95,11.80
"536821","22667",4,2.95,11.80
"536821","21034",2,0.95,1.90
"536821","22425",2,4.95,9.90
"536821","21086",6,0.65,3.90
"536821","21240",8,0.85,6.80
"536821","21239",8,0.85,6.80
"536821","21238",5,0.85,4.25
"536821","22617",1,4.95,4.95
"536821","22083",6,2.95,17.70
"536821","22197",5,0.85,4.25
"536821","22631",1,1.95,1.95
"C536822","22847",-2,16.95,-33.90
"C536822","21430",-1,3.75,-3.75
"536823","22508",4,3.75,15.00
"536823","82494L",6,2.95,17.70
"536823","85014A",3,5.95,17.85
"536824","85123A",160,2.55,408.00
"C536825","22617",-1,4.95,-4.95
"C536825","22197",-2,0.85,-1.70
"C536826","35004B",-2,4.65,-9.30
"C536826","35004B",-3,4.65,-13.95
"C536827","21527",-3,6.95,-20.85
"C536828","22832",-1,10.75,-10.75
"C536828","84946",-3,1.25,-3.75
"C536829","71477",-1,3.25,-3.25
"536830","84077",2880,0.18,518.40
"536830","21915",1400,1.06,1484.00
"536831","84880",12,4.95,59.40
"536831","22207",48,3.75,180.00
"536831","21929",100,1.65,165.00
"536831","21928",100,1.65,165.00
"536832","21927",24,1.25,30.00
"536832","21925",12,1.25,15.00
"536832","71477",4,3.25,13.00
"536832","21733",6,2.95,17.70
"536832","22763",2,9.95,19.90
"536832","22863",6,2.95,17.70
"536832","84406B",8,3.25,26.00
"536832","85066",2,12.75,25.50
"536833","85123A",6,2.95,17.70
"536833","84970S",12,0.85,10.20
"536833","20749",2,7.95,15.90
"536833","15060B",4,3.75,15.00
"536833","85014B",3,5.95,17.85
"536833","22464",12,1.65,19.80
"536833","22465",12,1.65,19.80
"536833","22785",4,6.75,27.00
"536833","71053",4,3.75,15.00
"536833","22969",12,1.45,17.40
"536833","22810",6,2.95,17.70
"536833","22186",6,2.95,17.70
"536833","22187",4,4.25,17.00
"536833","22141",6,2.1,12.6
"536833","22144",6,2.1,12.6
"536833","22121",3,5.95,17.85
"536833","21364",2,6.75,13.50
"536833","22573",12,0.85,10.20
"536833","22576",12,0.85,10.20
"536833","22578",12,0.85,10.20
"536833","22593",12,0.85,10.20
"536833","22595",12,0.85,10.20
"536833","35961",12,0.85,10.20
"536833","22334",8,1.65,13.20
"536833","22910",6,2.95,17.70
"536833","22065",12,1.45,17.40
"536833","21349",2,6.75,13.50
"536833","21352",2,6.75,13.50
"536833","21621",2,8.5,17.0
"536834","21111",12,2.95,35.40
"536835","22655",1,295,295
"536836","21231",20,1.25,25.00
"536836","21232",20,1.25,25.00
"536836","22060",2,9.95,19.90
"536836","37449",2,9.95,19.90
"536836","22061",2,9.95,19.90
"536836","21843",2,10.95,21.90
"536836","21531",2,2.55,5.10
"536836","21539",3,4.95,14.85
"536836","22198",2,1.65,3.30
"536836","22197",2,0.85,1.70
"536836","22633",4,2.1,8.4
"536836","22180",1,9.95,9.95
"536836","21218",2,3.75,7.50
"536836","21155",1,2.1,2.1
"536836","21039",1,2.55,2.55
"536836","21157",1,2.1,2.1
"536836","21041",1,2.95,2.95
"536836","21154",1,1.25,1.25
"536836","21154",2,1.25,2.50
"536836","21035",1,2.95,2.95
"536836","47570B",1,10.65,10.65
"536836","47567B",2,5.95,11.90
"536836","47559B",6,1.25,7.50
"536836","22193",1,8.5,8.5
"536836","22649",1,4.95,4.95
"536836","16156S",25,0.42,10.50
"536836","16161P",25,0.42,10.50
"536837","82486",2,7.95,15.90
"536837","82483",4,5.95,23.80
"536837","82482",6,2.55,15.30
"536837","21754",3,5.95,17.85
"536837","21755",3,5.95,17.85
"536837","82494L",4,2.95,11.80
"536837","22171",2,8.5,17.0
"536837","16161M",25,0.42,10.50
"536837","22112",7,4.95,34.65
"536837","21980",12,0.29,3.48
"536837","21486",3,3.75,11.25
"536837","20972",6,1.25,7.50
"536837","22114",4,3.95,15.80
"536837","22144",2,2.1,4.2
"536837","22865",1,2.1,2.1
"536837","22633",4,2.1,8.4
"536837","22470",3,2.95,8.85
"536837","22632",4,2.1,8.4
"536837","85049A",6,1.25,7.50
"536837","20984",5,0.85,4.25
"536837","85214",1,1.65,1.65
"536837","22804",2,2.95,5.90
"536837","20981",5,0.85,4.25
"536837","22173",8,2.95,23.60
"536837","85123A",2,2.95,5.90
"536837","21499",25,0.42,10.50
"536837","21500",25,0.42,10.50
"536838","15036",24,0.75,18.00
"536838","72232",48,0.19,9.12
"536838","40016",24,0.42,10.08
"536839","84077",288,0.21,60.48
"536839","20685",5,7.95,39.75
"536839","21524",10,6.75,67.50
"536839","21916",24,0.42,10.08
"536839","21508",12,0.42,5.04
"536839","22027",12,0.42,5.04
"536839","22030",36,0.42,15.12
"536839","22029",36,0.42,15.12
"536839","21519",36,0.42,15.12
"536839","21506",24,0.42,10.08
"536839","22023",24,0.42,10.08
"536839","21507",36,0.42,15.12
"536839","84247G",48,0.42,20.16
"536839","21509",48,0.42,20.16
"536839","84879",96,1.69,162.24
"536839","22585",144,1.06,152.64
"536840","22961",12,1.45,17.40
"536840","22962",12,0.85,10.20
"536840","22963",12,0.85,10.20
"536840","22776",1,9.95,9.95
"536840","22952",24,0.55,13.20
"536840","22077",12,1.65,19.80
"536840","22215",2,8.5,17.0
"536840","21977",24,0.55,13.20
"536840","84991",24,0.55,13.20
"536840","21212",24,0.55,13.20
"536840","POST",1,18,18
"536841","22766",8,2.95,23.60
"536841","22768",4,9.95,39.80
"536841","21260",6,3.25,19.50
"536841","22169",2,8.5,17.0
"536841","84879",8,1.69,13.52
"536841","22171",2,8.5,17.0
"536841","22170",4,6.75,27.00
"536841","22470",6,2.95,17.70
"536841","22469",12,1.65,19.80
"536841","22969",12,1.45,17.40
"536841","22771",12,1.25,15.00
"536841","22772",12,1.25,15.00
"536841","22775",12,1.25,15.00
"536841","21428",4,4.25,17.00
"536841","21429",8,1.65,13.20
"536841","21430",4,3.75,15.00
"536841","22077",12,1.65,19.80
"536841","22356",10,0.85,8.50
"536841","20724",10,0.85,8.50
"536841","22759",12,1.65,19.80
"536841","21143",12,1.95,23.40
"536841","85064",2,5.45,10.90
"536842","20726",10,1.65,16.50
"536842","20977",16,1.25,20.00
"536842","22623",6,4.95,29.70
"536842","22617",6,4.95,29.70
"536842","22502",4,5.95,23.80
"536842","47590B",6,5.45,32.70
"536842","47590A",6,5.45,32.70
"536842","21981",48,0.29,13.92
"536842","22584",6,2.55,15.30
"536842","21033",10,2.95,29.50
"536842","22551",12,1.65,19.80
"536843","22966",12,1.25,15.00
"536843","22890",2,9.95,19.90
"536844","22502",32,4.95,158.40
"536844","21430",4,3.75,15.00
"536844","22841",2,7.95,15.90
"536845","84997B",1,3.75,3.75
"536845","22384",1,1.65,1.65
"536845","21530",1,2.95,2.95
"536845","21528",1,6.95,6.95
"536845","22635",1,9.95,9.95
"536845","21326",6,0.65,3.90
"536845","84832",4,0.85,3.40
"536845","21891",1,1.25,1.25
"536845","72807C",1,4.25,4.25
"536845","21333",1,2.95,2.95
"536845","21820",1,3.75,3.75
"536845","21821",1,3.75,3.75
"536845","22162",1,2.95,2.95
"536845","20727",1,1.65,1.65
"536845","22619",2,3.75,7.50
"536845","21479",1,3.75,3.75
"536845","84029G",1,3.75,3.75
"536845","21706",1,4.95,4.95
"536845","21114",1,1.25,1.25
"536845","20725",1,1.65,1.65
"536845","22327",1,2.95,2.95
"536845","20978",3,1.25,3.75
"536845","20979",4,1.25,5.00
"536845","22636",1,8.5,8.5
"536845","85014A",1,5.95,5.95
"536845","20615",1,2.1,2.1
"536845","22634",1,9.95,9.95
"536845","22271",2,2.95,5.90
"536845","21479",2,3.75,7.50
"536846","22469",2,1.65,3.30
"536846","21754",2,5.95,11.90
"536846","22666",1,2.95,2.95
"536846","22665",1,2.95,2.95
"536846","22667",1,2.95,2.95
"536846","22752",2,8.5,17.0
"536846","22776",1,9.95,9.95
"536846","20914",3,2.95,8.85
"536846","22427",1,5.95,5.95
"536846","22794",2,7.95,15.90
"536846","22426",1,3.75,3.75
"536846","22424",1,12.75,12.75
"536846","22367",2,1.95,3.90
"536846","21156",2,1.95,3.90
"536846","22625",1,8.5,8.5
"536846","22624",1,8.5,8.5
"536846","22423",1,12.75,12.75
"536846","21034",2,0.95,1.90
"536846","20728",2,1.65,3.30
"536846","22382",2,1.65,3.30
"536846","22418",12,0.85,10.20
"536846","22470",1,2.95,2.95
"536846","22646",1,1.45,1.45
"536846","71477",1,3.25,3.25
"536846","21912",1,3.75,3.75
"536846","22142",1,1.45,1.45
"536846","21673",2,1.25,2.50
"536846","21669",4,1.25,5.00
"536846","21668",2,1.25,2.50
"536846","21670",4,1.25,5.00
"536846","21668",2,1.25,2.50
"536846","21671",4,1.25,5.00
"536846","21673",2,1.25,2.50
"536846","47021G",2,1.25,2.50
"536846","22834",6,2.1,12.6
"536846","22113",1,3.75,3.75
"536846","22443",1,7.95,7.95
"536846","22442",1,7.95,7.95
"536846","21034",1,0.95,0.95
"536846","82494L",2,2.95,5.90
"536846","15060B",1,3.75,3.75
"536846","22149",1,2.1,2.1
"536846","22797",1,16.95,16.95
"536846","20681",2,3.25,6.50
"536846","22607",1,9.95,9.95
"536846","22605",1,14.95,14.95
"536846","22505",1,4.95,4.95
"536846","22501",1,9.95,9.95
"536846","20983",1,0.85,0.85
"536846","20982",1,0.85,0.85
"536846","20974",1,0.65,0.65
"536846","22271",1,2.95,2.95
"536846","20971",1,1.25,1.25
"536846","20972",1,1.25,1.25
"536846","22940",1,4.25,4.25
"536846","22750",1,3.75,3.75
"536846","22749",1,3.75,3.75
"536846","22272",1,2.95,2.95
"536846","22751",1,3.75,3.75
"536846","22274",1,2.95,2.95
"536846","22837",3,4.65,13.95
"536846","20982",1,0.85,0.85
"536846","21891",2,1.25,2.50
"536846","22113",1,3.75,3.75
"536846","22179",1,6.75,6.75
"536846","22468",1,6.75,6.75
"536846","21892",3,1.25,3.75
"536846","22141",1,2.1,2.1
"536846","22180",1,9.95,9.95
"536846","20983",1,0.85,0.85
"536846","20975",6,0.65,3.90
"536846","20983",4,0.85,3.40
"536846","20974",1,0.65,0.65
"536846","22502",1,5.95,5.95
"536846","22766",2,2.95,5.90
"536846","22617",2,4.95,9.90
"536847","22155",48,0.42,20.16
"536847","21807",36,0.42,15.12
"536847","22161",24,0.65,15.60
"536847","22065",24,1.45,34.80
"536847","20956",12,1.25,15.00
"536847","84347",6,2.55,15.30
"536847","21231",24,1.25,30.00
"536847","21232",24,1.25,30.00
"536847","22067",24,1.65,39.60
"536848","22910",80,2.55,204.00
"536848","21930",100,1.65,165.00
"536848","21928",100,1.65,165.00
"536849","22730",19,3.75,71.25
"536849","22727",48,3.75,180.00
"536849","22728",39,3.75,146.25
"C536850","22942",-48,7.65,-367.20
"C536850","22689",-50,6.75,-337.50
"C536850","22591",-50,2.55,-127.50
"C536850","22580",-48,4.95,-237.60
"C536850","22186",-48,2.55,-122.40
"536851","20682",24,3.25,78.00
"536851","22111",36,4.95,178.20
"536851","21485",6,4.95,29.70
"536851","22128",60,1.25,75.00
"536851","20749",12,7.95,95.40
"536851","22276",36,2.55,91.80
"536851","22503",6,29.95,179.70
"536851","21430",48,4.25,204.00
"536851","21429",56,1.65,92.40
"536851","21428",8,4.25,34.00
"536851","22333",32,1.65,52.80
"536851","22180",6,9.95,59.70
"536851","22504",6,29.95,179.70
"536851","21094",12,0.85,10.20
"536851","21086",12,0.65,7.80
"536852","22549",12,1.45,17.40
"536852","22544",24,0.42,10.08
"536852","22539",24,0.42,10.08
"536852","22661",10,0.85,8.50
"536852","21791",12,1.25,15.00
"536852","21786",24,0.42,10.08
"536852","POST",1,18,18
"C536853","84678",-1,2.55,-2.55
"C536854","22158",-1,2.95,-2.95
"C536854","22944",-1,1.25,-1.25
"C536854","21871",-1,1.25,-1.25
"C536855","21527",-4,7.95,-31.80
"536856","22632",12,2.1,25.2
"536856","22941",2,8.5,17.0
"536856","22943",6,4.95,29.70
"536856","21591",24,1.25,30.00
"536856","22169",2,8.5,17.0
"536856","22759",12,1.65,19.80
"536856","22960",6,4.25,25.50
"536856","22622",4,9.95,39.80
"536856","22423",2,12.75,25.50
"536856","22623",6,4.95,29.70
"536856","22748",6,2.1,12.6
"536856","22746",6,2.1,12.6
"536856","22745",6,2.1,12.6
"536856","22747",6,2.1,12.6
"536856","84077",48,0.29,13.92
"536856","21790",12,0.85,10.20
"536856","21791",12,1.25,15.00
"536856","22549",12,1.45,17.40
"536856","22620",12,1.25,15.00
"536856","22621",12,1.45,17.40
"536856","22636",2,8.5,17.0
"536856","22635",2,9.95,19.90
"536856","22940",8,4.25,34.00
"536856","21990",6,2.95,17.70
"536856","21993",6,2.95,17.70
"536856","84945",12,0.85,10.20
"536856","22845",2,6.35,12.70
"536856","21755",3,5.95,17.85
"536856","22699",6,2.95,17.70
"536856","22697",6,2.95,17.70
"536856","22798",8,2.95,23.60
"536856","21889",12,1.25,15.00
"536856","22800",4,3.75,15.00
"536856","79000",12,0.85,10.20
"536856","22834",12,2.1,25.2
"536856","22865",12,2.1,25.2
"536856","22468",4,6.75,27.00
"536856","21890",6,2.95,17.70
"536856","21892",12,1.25,15.00
"536857","22900",5,2.95,14.75
"536857","85123A",2,2.95,5.90
"536857","22804",2,2.95,5.90
"536857","22802",1,19.95,19.95
"536857","22078",3,2.1,6.3
"536857","85049E",3,1.25,3.75
"536857","85049B",4,1.25,5.00
"536857","85049D",5,1.25,6.25
"536857","85049G",4,1.25,5.00
"536857","85049C",4,1.25,5.00
"536857","85049F",5,1.25,6.25
"536857","22507",1,4.95,4.95
"536857","85049H",3,1.25,3.75
"536857","21730",3,4.95,14.85
"536857","21870",6,1.25,7.50
"536857","37449",1,9.95,9.95
"536857","22558",2,1.49,2.98
"536858","22326",30,2.95,88.50
"536858","22554",36,1.65,59.40
"536858","21731",24,1.65,39.60
"536858","20677",16,1.25,20.00
"536858","20750",2,7.95,15.90
"536858","POST",2,40,80
"536859","22745",1,2.1,2.1
"536859","21878",3,0.85,2.55
"536859","22841",1,7.95,7.95
"536859","84692",5,0.42,2.10
"536859","22943",2,4.95,9.90
"536859","22086",2,2.95,5.90
"536859","22595",36,0.85,30.60
"536859","22594",36,0.85,30.60
"536859","22084",4,2.95,11.80
"536859","21733",2,2.95,5.90
"536859","85123A",2,2.95,5.90
"536859","22083",14,2.95,41.30
"536859","22737",10,1.65,16.50
"536859","21462",2,6.75,13.50
"536859","22582",4,2.55,10.20
"536859","22584",3,2.55,7.65
"536859","22585",10,1.25,12.50
"536859","22812",4,1.95,7.80
"536859","85032D",1,2.1,2.1
"536859","22130",18,0.85,15.30
"536859","22468",3,6.75,20.25
"536859","79321",3,4.95,14.85
"536859","22573",10,0.85,8.50
"536859","22574",10,0.85,8.50
"536860","22627",1,8.5,8.5
"536860","22626",1,8.5,8.5
"536860","85131A",24,1.25,30.00
"536860","22155",10,0.42,4.20
"536860","22575",3,1.95,5.85
"536860","22158",13,2.95,38.35
"536860","84347",48,2.55,122.40
"536860","22111",3,4.95,14.85
"536860","21485",3,4.95,14.85
"536860","21484",2,3.45,6.90
"536861","22149",6,2.1,12.6
"536861","22077",12,1.65,19.80
"536861","21249",6,2.95,17.70
"536861","22636",8,7.65,61.20
"536861","22634",8,8.5,68.0
"536861","22301",6,2.55,15.30
"536861","22300",6,2.55,15.30
"536861","21328",12,1.65,19.80
"536861","21329",12,1.65,19.80
"536861","POST",3,18,54
"536863","10123C",1,0.65,0.65
"536863","10120",1,0.21,0.21
"536863","16237",1,0.21,0.21
"536863","20727",1,1.65,1.65
"536863","20725",1,1.65,1.65
"536863","22384",1,1.65,1.65
"536863","22147",1,1.45,1.45
"536863","84006",1,0.85,0.85
"536863","22382",1,1.65,1.65
"536863","20727",1,1.65,1.65
"536863","22383",1,1.65,1.65
"536863","20767",1,2.55,2.55
"536863","22562",1,1.25,1.25
"536863","90094",1,2.55,2.55
"536863","20986",2,1.25,2.50
"536863","10002",1,0.85,0.85
"536863","22758",1,1.25,1.25
